hotelname,hotelcategory,rate,ratedescription,commentcount,badgerate,stayduration,hotellocation,country,adults,room,checkoutdate,bestbaseprice,bestdiscountprice,offersortid,suppliername,baseprice,discountprice,currency,iscancellable,additionalfeature,hotelurl,senddate,city,checkindate,roomtype
Crystal De Luxe Resort & Spa,5,"9,2",Fabelhaft,3.495,Top 1% der Stadt,6,Kemer ,Turkey,2,1,2/23/2020,320,320,3,Booking.com,"579,96","579,96",€,FALSE,,https://hotel.check24.de/search/Crystal%20De%20Luxe%20Resort%20%26%20Spa-8116946/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=502&oP=320.4,30:26.7,Antalya,2/17/2020,Doppelzimmer
Crystal De Luxe Resort & Spa,5,"9,2",Fabelhaft,3.495,Top 1% der Stadt,6,Kemer ,Turkey,2,1,2/23/2020,320,320,8,Agoda,"811,80","811,80",€,TRUE,,https://hotel.check24.de/search/Crystal%20De%20Luxe%20Resort%20%26%20Spa-8116946/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=502&oP=320.4,37:30.4,Antalya,2/17/2020,Doppelzimmer
Damlatas Gunaydin Hotel,,"7,9",Gut,,,6,Alanya ,Turkey,2,1,2/23/2020,90,90,1,Booking.com,"90,00","90,00",€,FALSE,,https://hotel.check24.de/search/Damlatas%20Gunaydin%20Hotel-8560365/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D15%26per_page%3D50&refLocationId=400999&oS=29&oP=90,03:56.4,Antalya,2/17/2020,Doppelzimmer
Defne Hotel,,"8,0",Sehr gut,,,6,Kaş ,Turkey,2,1,2/23/2020,234,234,1,Hotels.Com,"234,00","234,00",€,FALSE,,https://hotel.check24.de/search/Defne%20Hotel-9194195/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=178&oP=234,39:58.3,Antalya,2/17/2020,Doppelzimmer
Delphin BE Grand Resort,5,"9,0",Fabelhaft,4.452,Top 4% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,882,544,2,Booking.com,"562,00","555,66",€,FALSE,,https://hotel.check24.de/search/Delphin%20BE%20Grand%20Resort-53834/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=252&oP=544,25:12.0,Antalya,2/17/2020,Doppelzimmer
Delphin BE Grand Resort,5,"9,0",Fabelhaft,4.452,Top 4% der Stadt,6,Lara ,Turkey,2,1,2/23/2020,882,544,8,Booking.com,"617,40","617,40",€,TRUE,,https://hotel.check24.de/search/Delphin%20BE%20Grand%20Resort-53834/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=252&oP=544,34:24.6,Antalya,2/17/2020,Doppelzimmer
Delphin Imperial Lara,5,"9,1",Fabelhaft,5.04,,6,Lara ,Turkey,2,1,2/23/2020,610,610,1,Hotelopia,"814,97","632,16",€,FALSE,,https://hotel.check24.de/search/Delphin%20Imperial%20Lara-6354935/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=255&oP=610,14:30.9,Antalya,2/17/2020,Doppelzimmer
Dimo Hotel Antalya,3,"7,7",Gut,,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,120,118,1,Expedia,"120,00","117,60",€,FALSE,,https://hotel.check24.de/search/Dimo%20Hotel%20Antalya-9111407/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=178&oP=117.6,20:59.3,Antalya,2/17/2020,Doppelzimmer
Dinc Hotel,3,"7,9",Gut,221,,6,Antalya ,Turkey,2,1,2/23/2020,130,116,2,Hotels.Com,"152,00","124,20",€,FALSE,,https://hotel.check24.de/search/Dinc%20Hotel-7468852/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=115.68,54:06.2,Antalya,2/17/2020,Doppelzimmer
Dinc Hotel,3,"7,9",Gut,221,,6,Antalya ,Turkey,2,1,2/23/2020,130,116,5,LMX Touristik,"152,00","132,00",€,FALSE,,https://hotel.check24.de/search/Dinc%20Hotel-7468852/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=115.68,54:06.2,Antalya,2/17/2020,Doppelzimmer
Dogan Hotel,,"8,7",Sehr gut,410,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,188,188,1,5vorFlug,"196,00","196,00",€,FALSE,,https://hotel.check24.de/search/Dogan%20Hotel-7468924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=188,57:18.2,Antalya,2/17/2020,Doppelzimmer
Dogan Hotel,,"8,7",Sehr gut,410,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,188,188,5,Hotelopia,"384,12","340,94",€,FALSE,,https://hotel.check24.de/search/Dogan%20Hotel-7468924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=188,58:25.0,Antalya,2/17/2020,Doppelzimmer
Dogan Hotel,,"8,7",Sehr gut,410,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,188,188,8,Booking.com,"534,00","534,00",€,FALSE,,https://hotel.check24.de/search/Dogan%20Hotel-7468924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=188,58:25.0,Antalya,2/17/2020,Doppelzimmer
Dogan Hotel,,"8,7",Sehr gut,410,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,188,188,14,Booking.com,"534,00","534,00",€,FALSE,,https://hotel.check24.de/search/Dogan%20Hotel-7468924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=188,57:18.2,Antalya,2/17/2020,Doppelzimmer
Dogan Hotel,,"8,7",Sehr gut,410,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,188,188,16,HRS,"384,12","351,00",€,TRUE,,https://hotel.check24.de/search/Dogan%20Hotel-7468924/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=105&oP=188,57:18.2,Antalya,2/17/2020,Doppelzimmer
Doubletree By Hilton Antalya City Centre,,"9,0",Fabelhaft,299,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,473,406,10,5vorFlug,"542,00","542,00",€,FALSE,,https://hotel.check24.de/search/Doubletree%20By%20Hilton%20Antalya%20City%20Centre-11409852/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=242&oP=406,56:41.4,Antalya,2/17/2020,Doppelzimmer
Dream Time Hotel,,"6,7",Befriedigend,165,,6,Antalya ,Turkey,2,1,2/23/2020,182,145,1,Hotels.Com,"182,10","145,20",€,FALSE,,https://hotel.check24.de/search/Dream%20Time%20Hotel-9713187/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D14%26per_page%3D50&refLocationId=400999&oS=178&oP=145.2,46:26.4,Antalya,2/17/2020,Doppelzimmer
Dream World Hill - All Inclusive,5,"9,2",Fabelhaft,3.072,,6,"Kumköy, Side ",Turkey,2,1,2/23/2020,309,298,2,JT Touristik,"314,00","305,00",€,FALSE,,https://hotel.check24.de/search/Dream%20World%20Hill%20-%20All%20Inclusive-9597702/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=217&oP=298,42:21.0,Antalya,2/17/2020,Doppelzimmer
DuruSu Suites,,"7,9",Gut,230,,6,Antalya ,Turkey,2,1,2/23/2020,185,185,1,Hotels.Com,"184,56","184,56",€,FALSE,,https://hotel.check24.de/search/DuruSu%20Suites-7915029/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=184.56,25:36.7,Antalya,2/17/2020,Doppelzimmer
DuruSu Suites,,"7,9",Gut,230,,6,Antalya ,Turkey,2,1,2/23/2020,185,185,5,Booking.com,"185,92","185,92",€,FALSE,,https://hotel.check24.de/search/DuruSu%20Suites-7915029/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=184.56,25:36.7,Antalya,2/17/2020,Doppelzimmer
DuruSu Suites,,"7,9",Gut,230,,6,Antalya ,Turkey,2,1,2/23/2020,185,185,7,Booking.com,"206,59","206,59",€,FALSE,,https://hotel.check24.de/search/DuruSu%20Suites-7915029/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=184.56,25:36.7,Antalya,2/17/2020,Doppelzimmer
Ela Quality Resort Belek - Kids Concept,5,"9,4",Fabelhaft,4.939,Top 5% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,816,524,3,Booking.com,"816,00","816,00",€,FALSE,,https://hotel.check24.de/search/Ela%20Quality%20Resort%20Belek%20-%20Kids%20Concept-5726849/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=202&oP=524,00:18.2,Antalya,2/17/2020,Doppelzimmer
Ela Quality Resort Belek - Kids Concept,5,"9,4",Fabelhaft,4.939,Top 5% der Stadt,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,816,524,5,Booking.com,"816,00","816,00",€,FALSE,,https://hotel.check24.de/search/Ela%20Quality%20Resort%20Belek%20-%20Kids%20Concept-5726849/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=202&oP=524,01:43.5,Antalya,2/17/2020,Doppelzimmer
Elegance East Hotel,,"8,5",Sehr gut,674,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,286,225,6,Hotelopia,"426,72","426,72",€,FALSE,,https://hotel.check24.de/search/Elegance%20East%20Hotel-7912627/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D5%26per_page%3D50&refLocationId=400999&oS=176&oP=224.96,17:13.3,Antalya,2/17/2020,Doppelzimmer
Elips Royal Hotel & SPA,4,"7,2",Gut,789,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,255,197,2,Hotelopia,"210,60","210,00",€,FALSE,,https://hotel.check24.de/search/Elips%20Royal%20Hotel%20%26%20SPA-9663899/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=28&oP=196.68,44:17.9,Antalya,2/17/2020,Doppelzimmer
Elips Royal Hotel & SPA,4,"7,2",Gut,789,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,255,197,2,Hotelopia,"226,00","210,00",€,FALSE,,https://hotel.check24.de/search/Elips%20Royal%20Hotel%20%26%20SPA-9663899/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=28&oP=196.68,43:42.6,Antalya,2/17/2020,Doppelzimmer
Elit Apart Otel,,"8,0",Sehr gut,,,6,Konaklı ,Turkey,2,1,2/23/2020,113,113,3,Booking.com,"126,00","126,00",€,FALSE,,https://hotel.check24.de/search/Elit%20Apart%20Otel-8691780/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=178&oP=113.4,44:18.9,Antalya,2/17/2020,Doppelzimmer
En Vie Beach,3,--,Unterkunft noch,,,6,Alanya ,Turkey,2,1,2/23/2020,164,164,1,5vorFlug,"262,00","168,00",€,FALSE,,https://hotel.check24.de/search/En%20Vie%20Beach-9692058/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=105&oP=164,41:56.6,Antalya,2/17/2020,Doppelzimmer
En Vie Beach,3,--,Unterkunft noch,,,6,Alanya ,Turkey,2,1,2/23/2020,164,164,3,byebye,"262,00","262,00",€,FALSE,,https://hotel.check24.de/search/En%20Vie%20Beach-9692058/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=105&oP=164,41:56.6,Antalya,2/17/2020,Doppelzimmer
Erdem Hotel,3,"7,9",Gut,140,,6,"Konyaalti Plaji, Antalya ",Turkey,2,1,2/23/2020,169,162,3,Expedia,"174,00","174,00",€,TRUE,Meerblick,https://hotel.check24.de/search/Erdem%20Hotel-5014122/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=178&oP=161.82,30:44.4,Antalya,2/17/2020,Doppelzimmer
Ersoy Aga Otel,,"5,7",Bewertung,220,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,59,54,3,Booking.com,"58,50","58,50",€,FALSE,,https://hotel.check24.de/search/Ersoy%20Aga%20Otel-9708839/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D8%26per_page%3D50&refLocationId=400999&oS=178&oP=54,47:07.1,Antalya,2/17/2020,Doppelzimmer
Esperanza Boutique Hotel,,"7,4",Gut,21,,6,Antalya ,Turkey,2,1,2/23/2020,221,172,9,Hotelopia,"307,14","307,14",€,FALSE,,https://hotel.check24.de/search/Esperanza%20Boutique%20Hotel-9659811/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D12%26per_page%3D50&refLocationId=400999&oS=28&oP=171.54,33:06.2,Antalya,2/17/2020,Doppelzimmer
Espina Hotel,,"8,4",Sehr gut,124,,6,Antalya ,Turkey,2,1,2/23/2020,267,267,3,Hotels.Com,"512,94","512,94",€,TRUE,Meerblick,https://hotel.check24.de/search/Espina%20Hotel-5864517/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D10%26per_page%3D50&refLocationId=400999&oS=178&oP=267.3,05:29.7,Antalya,2/17/2020,Doppelzimmer
Expo Park Hotel,,"3,4",Bewertung,,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,160,160,1,Expedia,"360,00","324,00",€,FALSE,,https://hotel.check24.de/search/Expo%20Park%20Hotel-9464221/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=105&oP=160,18:56.7,Antalya,2/17/2020,Doppelzimmer
Exporoyal Hotel,,"7,1",Gut,747,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,96,96,7,Hotelopia,"116,82","116,82",€,FALSE,,https://hotel.check24.de/search/Exporoyal%20Hotel-9700937/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D6%26per_page%3D50&refLocationId=400999&oS=502&oP=95.58,27:30.2,Antalya,2/17/2020,Doppelzimmer
Fame Residence Lara & Spa,5,"8,9",Sehr gut,3.578,,6,Lara ,Turkey,2,1,2/23/2020,480,352,6,AurumTours,"514,00","514,00",€,FALSE,,https://hotel.check24.de/search/Fame%20Residence%20Lara%20%26%20Spa-986298/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=352,39:05.6,Antalya,2/17/2020,Doppelzimmer
Febeach Hotel - All Inclusive,4,"8,9",Sehr gut,1.475,,6,"Kumköy, Side ",Turkey,2,1,2/23/2020,286,224,1,Hotelopia,"285,72","285,72",€,FALSE,,https://hotel.check24.de/search/Febeach%20Hotel%20-%20All%20Inclusive-6675065/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=257&oP=224,49:45.7,Antalya,2/17/2020,Doppelzimmer
Forest Park Hotel,3,"8,8",Sehr gut,264,,6,Kemer ,Turkey,2,1,2/23/2020,108,97,4,Booking.com,"108,00","108,00",€,FALSE,,https://hotel.check24.de/search/Forest%20Park%20Hotel-9175134/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=502&oP=97.2,54:18.1,Antalya,2/17/2020,Doppelzimmer
Gardenia Hotel,4,"8,6",Sehr gut,596,,6,Alanya ,Turkey,2,1,2/23/2020,229,229,4,Booking.com,"480,06","480,00",€,FALSE,,https://hotel.check24.de/search/Gardenia%20Hotel-6925516/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=502&oP=228.6,08:53.6,Antalya,2/17/2020,Doppelzimmer
Gardenia Hotel,4,"8,6",Sehr gut,596,,6,Alanya ,Turkey,2,1,2/23/2020,229,229,5,Hotels.Com,"480,06","480,06",€,FALSE,,https://hotel.check24.de/search/Gardenia%20Hotel-6925516/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=502&oP=228.6,08:53.6,Antalya,2/17/2020,Doppelzimmer
Gardenia Hotel,4,"8,6",Sehr gut,596,,6,Alanya ,Turkey,2,1,2/23/2020,229,229,7,JT Touristik,"480,06","324,00",€,FALSE,,https://hotel.check24.de/search/Gardenia%20Hotel-6925516/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=502&oP=228.6,08:53.6,Antalya,2/17/2020,Doppelzimmer
Gloria Golf Resort - Kids Concept,5,"9,4",Fabelhaft,2.408,,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,858,858,5,Hotelopia,"1.653,47","1.458,00",€,FALSE,,https://hotel.check24.de/search/Gloria%20Golf%20Resort%20-%20Kids%20Concept-9210253/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=217&oP=858,59:54.3,Antalya,2/17/2020,Doppelzimmer
Gloria Verde Resort - Kids Concept,5,"9,4",Fabelhaft,1.426,,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,1.248,774,2,FTI Touristik,"828,00","828,00",€,FALSE,,https://hotel.check24.de/search/Gloria%20Verde%20Resort%20-%20Kids%20Concept-7136236/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=202&oP=774,00:30.1,Antalya,2/17/2020,Doppelzimmer
Gloria Verde Resort - Kids Concept,5,"9,4",Fabelhaft,1.426,,6,"Gegend um den Golfclub Belek, Belek ",Turkey,2,1,2/23/2020,1.248,774,4,Agoda,"1.538,55","1.538,55",€,FALSE,Kostenlose Minibar,https://hotel.check24.de/search/Gloria%20Verde%20Resort%20-%20Kids%20Concept-7136236/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D3%26per_page%3D50&refLocationId=400999&oS=202&oP=774,01:56.6,Antalya,2/17/2020,Doppelzimmer
Graf Victor Hotel,4,"8,5",Sehr gut,,,6,Alanya ,Turkey,2,1,2/23/2020,210,198,1,Booking.com,"198,00","198,00",€,FALSE,,https://hotel.check24.de/search/Graf%20Victor%20Hotel-9940774/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=29&oP=197.94,23:16.5,Antalya,2/17/2020,Doppelzimmer
Graf Victor Hotel,4,"8,5",Sehr gut,,,6,Alanya ,Turkey,2,1,2/23/2020,210,198,2,Booking.com,"270,00","270,00",€,FALSE,,https://hotel.check24.de/search/Graf%20Victor%20Hotel-9940774/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D11%26per_page%3D50&refLocationId=400999&oS=29&oP=197.94,23:16.5,Antalya,2/17/2020,Doppelzimmer
Granada Luxury Beach-Ultra All Inclusive,5,"9,0",Fabelhaft,,,6,Avsallar ,Turkey,2,1,2/23/2020,319,319,2,Hotelopia,"319,92","319,92",€,FALSE,,https://hotel.check24.de/search/Granada%20Luxury%20Beach-Ultra%20All%20Inclusive-11400108/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=318.84,45:54.0,Antalya,2/17/2020,Doppelzimmer
Granada Luxury Beach-Ultra All Inclusive,5,"9,0",Fabelhaft,,,6,Avsallar ,Turkey,2,1,2/23/2020,319,319,3,Hotelopia,"546,75","372,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Granada%20Luxury%20Beach-Ultra%20All%20Inclusive-11400108/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=318.84,45:54.0,Antalya,2/17/2020,Doppelzimmer
Granada Luxury Beach-Ultra All Inclusive,5,"9,0",Fabelhaft,,,6,Avsallar ,Turkey,2,1,2/23/2020,319,319,5,Booking.com,"546,75","546,75",€,FALSE,,https://hotel.check24.de/search/Granada%20Luxury%20Beach-Ultra%20All%20Inclusive-11400108/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=318.84,45:54.0,Antalya,2/17/2020,Doppelzimmer
Granada Luxury Beach-Ultra All Inclusive,5,"9,0",Fabelhaft,,,6,Avsallar ,Turkey,2,1,2/23/2020,319,319,8,Booking.com,"648,00","648,00",€,FALSE,Meerblick,https://hotel.check24.de/search/Granada%20Luxury%20Beach-Ultra%20All%20Inclusive-11400108/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D2%26per_page%3D50&refLocationId=400999&oS=502&oP=318.84,45:54.0,Antalya,2/17/2020,Doppelzimmer
Grand Erken Hotel,,"7,3",Gut,,,6,"Kaleici, Antalya ",Turkey,2,1,2/23/2020,135,135,5,Booking.com,"142,50","142,50",€,TRUE,,https://hotel.check24.de/search/Grand%20Erken%20Hotel-7176314/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D13%26per_page%3D50&refLocationId=400999&oS=28&oP=135,41:09.5,Antalya,2/17/2020,Doppelzimmer
Grand Okan Hotel,4,"8,7",Sehr gut,814,,6,Alanya ,Turkey,2,1,2/23/2020,196,196,1,Expedia,"378,00","306,18",€,FALSE,,https://hotel.check24.de/search/Grand%20Okan%20Hotel-5884966/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=217&oP=196,08:45.6,Antalya,2/17/2020,Doppelzimmer
Grand Okan Hotel,4,"8,7",Sehr gut,814,,6,Alanya ,Turkey,2,1,2/23/2020,196,196,5,Expedia,"378,00","306,18",€,FALSE,,https://hotel.check24.de/search/Grand%20Okan%20Hotel-5884966/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=217&oP=196,06:54.2,Antalya,2/17/2020,Doppelzimmer
Grand Okan Hotel,4,"8,7",Sehr gut,814,,6,Alanya ,Turkey,2,1,2/23/2020,196,196,7,Booking.com,"378,00","359,10",€,TRUE,,https://hotel.check24.de/search/Grand%20Okan%20Hotel-5884966/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D4%26per_page%3D50&refLocationId=400999&oS=217&oP=196,06:54.2,Antalya,2/17/2020,Doppelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,2,LMX Touristik,"290,00","290,00",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,39:56.9,Antalya,2/17/2020,Doppelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,3,Booking.com,"550,80","550,80",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,32:14.9,Antalya,2/17/2020,Doppelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,4,AurumTours,"522,24","395,00",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,39:56.9,Antalya,2/17/2020,Doppelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,4,Booking.com,"550,80","550,80",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,14:18.0,Antalya,2/17/2020,Doppelzimmer
Grand Park Lara Hotel,4,"8,5",Sehr gut,5.585,,6,Lara ,Turkey,2,1,2/23/2020,278,278,5,Hotelopia,"652,80","652,80",€,FALSE,,https://hotel.check24.de/search/Grand%20Park%20Lara%20Hotel-5245174/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D1%26per_page%3D50&refLocationId=400999&oS=257&oP=278,14:18.0,Antalya,2/17/2020,Doppelzimmer
Gurtas Hotel,3,"7,3",Gut,,,6,"Stadtzentrum, Antalya ",Turkey,2,1,2/23/2020,253,237,2,Hotels.Com,"240,00","240,00",€,TRUE,,https://hotel.check24.de/search/Gurtas%20Hotel-7832746/2020-02-17/2020-02-23/%5BA%7CA%5D/hotel.html?reason=private&pageUrlQuery=page%3D9%26per_page%3D50&refLocationId=400999&oS=29&oP=236.7,02:46.4,Antalya,2/17/2020,Doppelzimmer
